City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,souk ahras,36.2864,7.9511,13.29,52,67,2.58,DZ,1734637005
364,machali,-34.1833,-70.6667,31.91,15,63,5.41,CL,1734637006
365,kilindoni,-7.9139,39.6668,27.66,77,2,4.85,TZ,1734637007
366,warrnambool,-38.3833,142.4833,16.58,55,40,3.48,AU,1734637008
367,sanming,26.2486,117.6186,2.38,76,2,0.43,CN,1734637009
368,minas de marcona,-15.2119,-75.1103,20.02,62,100,7.88,PE,1734637010
369,nemuro,43.3236,145.575,-3.6,82,100,5.3,JP,1734636824
370,remire-montjoly,4.9167,-52.2667,25.02,100,75,1.54,GF,1734637013
371,port moresby,-9.4431,147.1797,25.64,85,100,2.19,PG,1734637014
372,porto tolle,44.9497,12.3245,11.78,84,100,4.51,IT,1734637015
373,anadyr,64.75,177.4833,-4.72,86,40,3.0,RU,1734637016
374,bucerias,20.75,-105.3333,26.99,61,0,2.57,MX,1734636760
375,nogliki,51.8333,143.1667,-21.08,82,29,4.87,RU,1734637018
376,bandarbeyla,9.4942,50.8122,23.58,63,100,10.5,SO,1734637019
377,st. john's,47.5649,-52.7093,6.75,95,100,10.29,CA,1734636823
378,okha,53.5739,142.9478,-10.95,95,100,10.08,RU,1734637021
379,akhtubinsk,48.2795,46.1722,-6.48,66,65,1.31,RU,1734637022
380,essaouira,31.5125,-9.77,17.72,82,15,2.57,MA,1734637025
381,lorengau,-2.0226,147.2712,27.88,82,100,3.91,PG,1734637026
382,grand falls-windsor,48.9332,-55.6649,0.98,100,100,2.11,CA,1734636797
383,colonia,50.9333,6.95,5.54,86,100,5.66,DE,1734636809
384,miri,4.4148,114.0089,25.08,100,40,0.0,MY,1734636979
385,pelabuhanratu,-6.9875,106.5514,25.8,87,100,3.06,ID,1734637030
386,jalostotitlan,21.2,-102.4667,23.36,32,100,4.12,MX,1734637031
387,casablanca,33.5928,-7.6192,17.12,100,40,0.51,MA,1734636888
388,arraial do cabo,-22.9661,-42.0278,26.98,73,20,7.2,BR,1734637033
389,kimbe,-5.5502,150.1429,24.68,93,98,0.89,PG,1734637035
390,san patricio,28.017,-97.5169,19.97,42,35,1.91,US,1734637036
391,petropavlovsk-kamchatsky,53.0452,158.6483,-9.67,73,0,4.0,RU,1734637037
392,la mira,18.035,-102.3266,29.23,55,100,2.56,MX,1734637038
393,sant lluis,39.8526,4.2594,16.22,72,20,4.12,ES,1734637039
394,buzias,45.6492,21.6036,1.85,74,46,0.95,RO,1734637041
395,kitimat,54.0524,-128.6534,-0.05,41,100,0.45,CA,1734636805
396,gunjur,13.2019,-16.7339,25.04,47,16,0.51,GM,1734637043
397,road town,18.4167,-64.6167,26.1,77,3,10.21,VG,1734637044
398,barra de santo antonio,-9.4047,-35.5072,26.96,78,22,4.87,BR,1734637045
399,bom jesus,-9.0744,-44.3586,36.48,26,100,2.42,BR,1734637046
400,gharghoda,22.1667,83.35,15.4,43,96,1.11,IN,1734637047
401,pyetrykaw,52.1289,28.4921,5.07,85,100,4.38,BY,1734637048
402,mutuali,-14.8706,37.0044,25.85,52,53,2.47,MZ,1734637049
403,boguchany,58.3814,97.4531,-19.06,97,100,1.6,RU,1734637050
404,liwale,-9.7667,37.9333,21.88,87,1,1.56,TZ,1734637051
405,conde,-7.2597,-34.9075,27.7,78,75,5.14,BR,1734637025
406,hauterive,46.0901,3.4459,5.19,89,100,3.9,FR,1734637053
407,pathein,16.7833,94.7333,21.25,77,90,1.88,MM,1734637055
408,mbanza-ngungu,-5.25,14.8667,20.68,97,99,0.54,CD,1734637056
409,prince rupert,54.3161,-130.3201,6.05,86,100,11.32,CA,1734637057
410,alpena,45.0617,-83.4327,-3.82,81,100,3.09,US,1734637058
411,palu,-0.8917,119.8707,25.12,89,100,1.21,ID,1734637059
412,witu,-2.3889,40.4382,25.04,89,18,2.55,KE,1734637060
413,talodi,10.6325,30.3797,27.94,26,7,3.19,SD,1734637061
414,sosnovka,56.255,51.2842,-18.93,100,86,1.19,RU,1734637062
415,floro,61.5996,5.0328,4.98,56,40,13.89,NO,1734637063
416,vadso,70.0744,29.7487,-12.91,72,20,5.14,NO,1734637064
417,poplar bluff,36.757,-90.3929,9.01,66,0,3.6,US,1734637065
418,macapa,0.0389,-51.0664,32.99,58,20,6.17,BR,1734636915
419,tsiombe,-25.3,45.4833,24.02,96,98,2.74,MG,1734637067
420,tshela,-4.9833,12.9333,23.84,98,74,0.18,CD,1734637068
421,cooper's town,26.8667,-77.5167,23.43,83,0,2.85,BS,1734637069
422,souillac,-20.5167,57.5167,26.21,73,40,4.63,MU,1734637070
423,nizhnesortymskiy,62.4397,71.7603,-12.39,96,100,2.9,RU,1734637071
424,mashhad,36.297,59.6062,-0.92,80,0,0.0,IR,1734637072
425,beauraing,50.1104,4.9555,3.6,86,10,4.24,BE,1734637075
426,taunggyi,20.7833,97.0333,13.22,91,8,0.58,MM,1734637076
427,mount pearl,47.5166,-52.7813,6.29,95,100,10.29,CA,1734637077
428,east london,-33.0153,27.9116,20.12,89,61,5.17,ZA,1734637078
429,tarfaya,27.9358,-12.9218,18.58,76,89,7.62,MA,1734637079
430,pierre,44.3683,-100.351,-7.49,62,40,16.98,US,1734637080
431,maragogi,-9.0122,-35.2225,27.1,76,37,4.72,BR,1734637081
432,vila franca do campo,37.7167,-25.4333,15.23,77,75,3.67,PT,1734637082
433,sitka,57.0531,-135.33,7.94,53,75,9.26,US,1734636793
434,baoqing,46.3317,132.2111,-18.96,89,6,2.22,CN,1734637084
435,pacasmayo,-7.4006,-79.5714,22.45,69,10,7.2,PE,1734636958
436,port douglas,-16.4833,145.4667,25.56,91,100,1.02,AU,1734637088
437,kourou,5.1552,-52.6478,27.37,76,85,3.31,GF,1734637089
438,qui nhon,13.7667,109.2333,21.76,82,100,5.7,VN,1734637090
439,amahai,-3.3333,128.9167,26.32,84,100,2.12,ID,1734637091
440,talara,-4.5772,-81.2719,26.42,53,0,8.75,PE,1734637092
441,qazvin,36.2797,50.0049,-1.21,55,0,2.06,IR,1734637093
442,lingig,8.0389,126.4125,23.94,91,79,0.74,PH,1734637094
443,kharp,66.8014,65.8081,-16.65,98,100,0.58,RU,1734637095
444,reshetylivka,49.565,34.0782,4.22,95,99,5.06,UA,1734637096
445,isla vista,34.4133,-119.861,24.14,42,100,1.34,US,1734637097
446,manta,-0.95,-80.7333,27.88,69,40,6.17,EC,1734637098
447,san antonio oeste,-40.7319,-64.9477,28.15,21,100,9.87,AR,1734637099
448,delice,39.9537,34.0259,1.76,83,71,0.9,TR,1734637100
449,kerch,45.3583,36.4758,8.93,80,11,7.24,UA,1734637101
450,fort-shevchenko,44.5086,50.263,0.61,61,36,6.15,KZ,1734637102
451,rio de janeiro,-22.9028,-43.2075,26.0,80,20,7.72,BR,1734637042
452,tindouf,27.6711,-8.1474,14.25,23,0,1.03,DZ,1734637105
453,aripuana,-9.1667,-60.6333,31.19,62,100,1.61,BR,1734637106
454,meadow lakes,61.6247,-149.6011,-3.19,62,99,0.89,US,1734637107
455,port lincoln,-34.7333,135.8667,17.16,85,0,4.54,AU,1734637108
456,campo verde,-20.4167,-54.0667,30.76,48,69,6.26,BR,1734637109
457,pitimbu,-7.4706,-34.8086,27.08,77,28,4.76,BR,1734637110
458,porto novo,6.4965,2.6036,27.9,47,27,2.17,BJ,1734637111
459,kalavad,22.2167,70.3833,17.41,29,0,3.74,IN,1734637112
460,sarmiento,-45.5882,-69.07,9.6,74,99,3.52,AR,1734637113
461,mananjary,-21.2167,48.3333,24.9,78,6,4.77,MG,1734637114
462,abomey,7.1829,1.9912,26.13,19,6,0.41,BJ,1734637115
463,amarante do maranhao,-5.5667,-46.7422,25.84,84,99,1.7,BR,1734637116
464,hotan,37.0997,79.9269,-5.53,66,1,1.23,CN,1734637117
465,santa cruz,-17.8,-63.1667,26.7,83,75,6.69,BO,1734636988
466,ushibukamachi,32.1906,130.0228,7.28,67,77,2.49,JP,1734637119
467,huedin,46.8667,23.05,4.64,76,76,1.57,RO,1734637121
468,noosa heads,-26.3833,153.15,22.81,61,96,6.1,AU,1734637122
469,savanna-la-mar,18.219,-78.1332,28.85,66,28,2.57,JM,1734637123
470,puerto madero,14.7208,-92.4215,31.11,58,40,3.09,MX,1734637125
471,los zacatones,22.95,-102.05,16.02,57,97,6.27,MX,1734637126
472,mokshan,53.4365,44.6132,-18.32,96,98,2.82,RU,1734637127
473,luderitz,-26.6481,15.1594,17.7,76,0,9.48,NA,1734637032
474,walvis bay,-22.9575,14.5053,17.53,77,0,4.12,NA,1734637129
475,traverse city,44.7631,-85.6206,-1.96,60,100,3.09,US,1734636852
476,fada,7.25,4.0667,23.15,28,8,0.85,NG,1734637131
477,copiapo,-27.3667,-70.3333,26.26,31,0,4.41,CL,1734637132
478,maluso,6.543,121.8753,26.96,87,100,2.63,PH,1734637133
479,talakan,50.3167,130.3667,-31.76,100,89,0.04,RU,1734637134
480,sao jose da coroa grande,-8.8978,-35.1478,27.14,78,36,4.95,BR,1734637135
481,kharhial,20.2833,82.7667,19.88,72,100,1.27,IN,1734637136
482,lazaro cardenas,17.9583,-102.2,29.3,56,100,2.67,MX,1734637137
483,luwuk,-0.9516,122.7875,23.37,92,100,0.86,ID,1734637139
484,ormara,25.2088,64.6357,20.33,36,4,3.05,PK,1734637140
485,slonim,53.0867,25.3219,6.44,75,100,6.16,BY,1734636888
486,lisala,2.15,21.5167,22.27,88,53,0.53,CD,1734637142
487,tommot,58.9564,126.2925,-15.35,94,100,4.27,RU,1734637143
488,greymouth,-42.4667,171.2,17.95,65,68,2.82,NZ,1734637145
489,yaren,-0.5472,166.916,27.9,73,100,8.68,NR,1734637146
490,kruisfontein,-34.0033,24.7314,16.79,93,3,2.52,ZA,1734637147
491,crane,31.3974,-102.3501,17.7,25,0,3.12,US,1734637148
492,portoferraio,42.8115,10.3146,15.29,84,79,6.44,IT,1734637149
493,mopti,14.6667,-4.0,21.23,18,5,4.56,ML,1734637150
494,harstad,68.799,16.5293,-3.8,89,100,13.86,NO,1734637151
495,katima mulilo,-17.5,24.2667,21.26,90,97,2.42,NA,1734637152
496,muroto-misakicho,33.2833,134.15,7.79,53,53,1.13,JP,1734637153
497,tual,-5.6667,132.75,28.4,79,100,6.67,ID,1734637155
498,jijel,36.8205,5.7667,15.97,59,75,2.06,DZ,1734637156
499,anar darah,32.7587,61.654,5.32,25,0,2.09,AF,1734637052
500,suwayr,30.1171,40.3893,13.13,22,98,6.54,SA,1734637158
501,piranhas,-16.4269,-51.8222,29.86,66,87,1.45,BR,1734637159
502,chernyshevsk,52.5243,117.0174,-29.88,100,23,0.64,RU,1734637161
503,socorro,31.6546,-106.3033,17.26,24,0,2.06,US,1734637162
504,simenqian,27.4872,110.8861,2.5,70,5,0.26,CN,1734637163
505,alamos,27.0167,-108.9333,31.98,14,1,2.1,MX,1734637164
506,miandrivazo,-19.5167,45.4667,28.24,76,1,3.59,MG,1734637165
507,kiruna,67.8557,20.2251,-14.49,85,100,4.63,SE,1734637166
508,ungheni,47.2042,27.7958,1.36,100,100,6.17,MD,1734637167
509,timoteo,-19.5825,-42.6444,30.48,85,25,0.72,BR,1734637168
510,orangeburg,33.4918,-80.8557,16.16,82,100,5.14,US,1734637169
511,sikonge,-5.6333,32.7667,17.94,95,92,1.63,TZ,1734637170
512,winnemucca,40.973,-117.7357,7.03,57,0,4.12,US,1734637171
513,ballito,-29.539,31.2144,21.08,88,100,1.03,ZA,1734637172
514,coron,11.9986,120.2043,24.89,86,59,2.33,PH,1734637173
515,bryne,58.7354,5.6477,4.97,80,75,15.95,NO,1734637175
516,smara,26.7384,-11.6719,19.04,12,97,3.48,EH,1734637176
517,madras,13.0878,80.2785,25.99,95,75,3.09,IN,1734637084
518,pasvalys,56.0594,24.4036,7.74,93,100,7.63,LT,1734637178
519,babol,36.5513,52.679,6.91,85,0,1.39,IR,1734637179
520,kulhudhuffushi,6.6221,73.07,28.11,74,100,2.0,MV,1734637180
521,kill devil hills,36.0307,-75.676,9.99,75,100,7.2,US,1734636901
522,ar ruways,24.1103,52.7306,18.61,64,93,5.68,AE,1734637182
523,xai-xai,-25.0519,33.6442,25.09,88,94,4.89,MZ,1734637183
524,nanjing,32.0617,118.7778,2.19,69,0,0.62,CN,1734636955
525,nova xavantina,-14.6667,-52.35,28.38,78,100,2.13,BR,1734637185
526,waingapu,-9.6567,120.2641,26.4,85,100,2.88,ID,1734637187
527,saliste,45.7963,23.8868,-4.64,100,4,1.03,RO,1734637188
528,hadibu,12.65,54.0333,22.07,64,70,5.22,YE,1734637189
529,chu,43.5983,73.7614,-0.62,82,100,1.22,KZ,1734637190
530,sann,26.0418,68.1378,15.17,24,21,3.23,PK,1734637191
531,inirida,3.8653,-67.9239,29.28,77,90,1.39,CO,1734637193
532,kalispell,48.1958,-114.3129,4.16,76,0,0.89,US,1734637194
533,nioki,-2.7167,17.6833,24.08,84,94,0.48,CD,1734637195
534,kone,-21.0595,164.8658,26.7,79,12,0.88,NC,1734637196
535,taksimo,56.3444,114.8794,-21.37,91,48,0.76,RU,1734637197
536,bambang,16.3833,121.1,19.97,98,100,1.67,PH,1734637198
537,cottage grove,44.8277,-92.9438,-3.84,87,100,5.14,US,1734636903
538,smirnykh,49.75,142.8333,-19.33,95,35,1.99,RU,1734637200
539,vernon,50.2581,-119.2691,1.53,96,100,0.51,CA,1734637201
540,napanee,44.2501,-76.9494,-1.05,57,98,2.56,CA,1734637202
541,plettenberg bay,-34.0527,23.3716,19.32,90,5,1.55,ZA,1734637021
542,swakopmund,-22.6833,14.5333,16.1,84,0,2.68,NA,1734637204
543,ixtapa,20.7,-105.2,26.57,61,0,2.57,MX,1734637205
544,leh,34.1667,77.5833,-11.79,31,0,1.2,IN,1734637173
545,crucecita,-28.95,-58.9833,26.8,60,73,4.23,AR,1734637208
546,mirpur bhtoro,24.7286,68.2603,16.51,22,100,4.04,PK,1734637209
547,inarajan village,13.2736,144.7484,25.78,92,91,5.33,GU,1734637210
548,robore,-18.3333,-59.75,32.05,58,40,7.72,BO,1734637211
549,skelleftea,64.7507,20.9528,-8.8,100,100,5.14,SE,1734637212
550,goroka,-6.0834,145.3873,16.38,98,100,0.66,PG,1734637213
551,borodino,55.9106,94.8983,-22.87,97,92,1.03,RU,1734637214
552,mirny,62.5353,113.9611,-14.9,86,100,2.9,RU,1734637215
553,sorsk,54.0033,90.2467,-16.86,80,100,2.09,RU,1734637216
554,jamui,24.9167,86.2167,15.74,48,90,1.42,IN,1734637217
555,moron,-34.6534,-58.6198,28.92,50,40,8.94,AR,1734637218
556,altai,46.3722,96.2583,-16.58,48,79,0.7,MN,1734637219
557,de aar,-30.6497,24.0123,23.01,28,0,5.35,ZA,1734637220
558,slyudyanka,51.6594,103.7061,-14.52,88,10,2.27,RU,1734637221
559,puerto cabezas,14.0351,-83.3888,28.98,84,75,4.12,NI,1734636945
560,sao joao da barra,-21.6403,-41.0511,29.05,85,4,4.54,BR,1734637223
561,happy valley-goose bay,53.3168,-60.3315,-6.83,79,75,3.6,CA,1734637155
562,puerto del rosario,28.5004,-13.8627,18.86,68,20,4.12,ES,1734637227
563,ishigaki,24.3448,124.1572,17.07,88,100,5.14,JP,1734637228
564,valdivia,-39.8142,-73.2459,16.05,91,100,1.98,CL,1734637129
565,yurimaguas,-5.9,-76.0833,32.09,62,20,3.09,PE,1734637231
566,bamboo flat,11.7,92.7167,27.05,74,40,2.06,IN,1734637232
567,patong,7.8961,98.2966,26.08,83,87,6.11,TH,1734637233
568,pudozh,61.8099,36.5345,-7.28,93,100,4.62,RU,1734637234
569,severo-yeniseyskiy,60.3725,93.0408,-20.85,96,99,1.81,RU,1734637236
570,taltal,-25.4,-70.4833,19.51,67,32,2.27,CL,1734637237
571,kemin,42.7846,75.6892,-3.26,77,100,1.26,KG,1734637238
